Year,Count,Average Magnitude
1908.0,1,7.6
1909.0,4,7.25
1910.0,2,7.45
1911.0,1,8.0
1912.0,1,6.6
1913.0,1,7.5
1914.0,2,7.15
1915.0,1,7.8
1916.0,2,7.9
1917.0,1,7.5
1918.0,3,7.933333333333334
1919.0,1,7.6
1922.0,2,7.5
1923.0,3,7.800000000000001
1924.0,3,7.199999999999999
1925.0,1,6.8
1927.0,3,7.033333333333334
1928.0,1,
1929.0,1,6.8
1930.0,1,7.1
1931.0,3,7.3999999999999995
1933.0,2,8.4
1935.0,5,6.949999999999999
1936.0,3,5.0
1937.0,1,7.6
1938.0,10,7.0
1939.0,2,6.8
1940.0,1,7.5
1941.0,1,7.4
1943.0,2,7.4
1944.0,1,8.1
1945.0,2,7.1
1946.0,1,8.1
1947.0,1,7.0
1948.0,2,7.3
1950.0,1,7.9
1952.0,2,7.6
1953.0,1,7.4
1954.0,1,6.5
1956.0,3,7.05
1958.0,2,8.3
1959.0,4,6.1
1960.0,3,6.966666666666666
1961.0,10,7.1000000000000005
1962.0,4,6.566666666666666
1963.0,3,7.833333333333333
1964.0,4,7.0
1965.0,2,6.6
1967.0,1,7.0
1968.0,7,7.333333333333333
1969.0,3,7.8999999999999995
1970.0,1,7.0
1971.0,6,6.466666666666668
1972.0,2,7.300000000000001
1973.0,3,7.133333333333333
1974.0,3,6.3
1975.0,3,6.3
1976.0,1,7.0
1978.0,11,6.636363636363637
1979.0,1,6.4
1980.0,3,6.3999999999999995
1981.0,1,6.9
1982.0,3,6.533333333333334
1983.0,6,6.166666666666667
1984.0,5,6.4399999999999995
1987.0,4,6.025
1989.0,3,6.333333333333333
1990.0,2,6.45
1991.0,1,7.6
1992.0,3,6.3
1993.0,4,6.975
1994.0,4,7.45
1995.0,6,6.866666666666666
1996.0,4,6.425
1997.0,2,6.15
1998.0,1,6.2
2000.0,5,6.44
2001.0,1,6.8
2003.0,6,6.45
2004.0,9,6.344444444444444
2005.0,5,6.659999999999999
2006.0,2,5.949999999999999
2007.0,4,6.0249999999999995
2008.0,5,6.840000000000001
2009.0,2,5.65
2011.0,7,7.542857142857144
2012.0,3,7.266666666666667
2013.0,4,6.475
2014.0,3,6.333333333333333
2015.0,3,6.366666666666667
2016.0,5,6.3
2017.0,1,5.5
2018.0,4,5.800000000000001
2019.0,1,6.4
2021.0,2,7.05
2022.0,1,7.3
