Year,Count,Average Magnitude
1801.0,1,
1802.0,2,7.4
1804.0,2,
1805.0,1,
1806.0,1,
1808.0,1,5.7
1810.0,1,
1812.0,3,
1814.0,1,
1815.0,2,
1817.0,2,7.4
1818.0,4,
1819.0,1,
1820.0,2,6.9
1821.0,2,6.7
1823.0,3,
1825.0,1,6.8
1828.0,1,
1829.0,3,
1831.0,3,
1832.0,2,
1833.0,1,6.4
1834.0,2,6.8
1835.0,2,
1836.0,2,
1837.0,1,
1838.0,2,6.1
1839.0,1,
1840.0,2,4.9
1842.0,1,
1843.0,2,6.5
1845.0,2,4.9
1846.0,3,6.1
1848.0,1,
1850.0,1,
1851.0,7,6.85
1853.0,4,5.3
1854.0,5,
1855.0,6,6.7
1856.0,3,6.6
1857.0,3,6.5
1858.0,5,
1859.0,3,6.9
1860.0,1,
1861.0,2,7.5
1862.0,3,6.1
1863.0,5,7.25
1865.0,2,
1866.0,7,6.5200000000000005
1867.0,4,7.333333333333333
1868.0,1,
1869.0,3,7.5
1870.0,5,7.25
1872.0,2,4.3
1873.0,5,
1875.0,6,6.699999999999999
1876.0,1,
1878.0,2,6.6
1879.0,1,
1880.0,4,6.4
1881.0,4,7.3
1882.0,2,4.8
1883.0,2,7.3
1885.0,1,
1886.0,1,7.5
1887.0,4,
1888.0,1,
1889.0,3,6.9
1893.0,6,6.7
1894.0,5,6.65
1895.0,8,6.666666666666667
1896.0,1,
1897.0,2,
1898.0,4,6.2
1899.0,2,6.65
1901.0,3,6.5
1902.0,1,6.6
1903.0,3,7.8
1904.0,3,7.133333333333333
1905.0,7,6.760000000000001
1906.0,2,6.5
1907.0,3,6.050000000000001
1908.0,1,7.0
1909.0,8,5.875
1910.0,1,5.9
1911.0,4,5.333333333333333
1912.0,2,7.1
1913.0,2,6.8
1914.0,5,6.05
1915.0,2,7.1
1916.0,3,5.333333333333333
1917.0,5,5.55
1919.0,5,5.9
1920.0,3,5.866666666666667
1921.0,3,
1922.0,2,6.0
1923.0,3,
1924.0,2,
1925.0,6,5.9
1926.0,6,6.033333333333334
1927.0,10,6.6
1928.0,11,5.844444444444445
1930.0,8,5.966666666666666
1931.0,11,6.0
1932.0,2,6.550000000000001
1933.0,3,6.4
1935.0,3,6.550000000000001
1939.0,3,5.9
1940.0,2,6.05
1941.0,2,
1942.0,3,6.033333333333334
1943.0,3,6.4
1944.0,3,6.133333333333333
1945.0,1,
1946.0,1,5.6
1947.0,1,7.3
1948.0,4,6.733333333333334
1949.0,3,6.5
1951.0,1,
1953.0,4,7.1000000000000005
1954.0,2,7.0
1955.0,4,6.333333333333333
1956.0,6,6.050000000000001
1957.0,5,6.779999999999999
1958.0,2,
1959.0,6,5.966666666666666
1960.0,1,6.5
1961.0,2,6.4
1962.0,10,5.779999999999999
1963.0,5,5.625
1964.0,2,6.4
1965.0,4,6.424999999999999
1966.0,3,5.833333333333333
1967.0,6,6.1000000000000005
1968.0,5,5.64
1969.0,7,5.685714285714286
1970.0,3,6.133333333333333
1971.0,3,5.233333333333333
1972.0,5,5.36
1973.0,3,4.866666666666666
1974.0,2,4.85
1975.0,2,6.1
1976.0,5,5.76
1977.0,3,5.733333333333333
1978.0,6,5.616666666666666
1979.0,7,5.7
1980.0,5,5.5200000000000005
1981.0,6,6.050000000000001
1982.0,2,4.95
1983.0,8,5.7875000000000005
1984.0,8,5.1125
1985.0,3,4.933333333333334
1986.0,6,5.683333333333334
1987.0,1,4.6
1988.0,2,5.8
1990.0,8,5.6
1991.0,4,5.125
1992.0,1,5.2
1993.0,1,5.6
1995.0,3,6.5
1996.0,1,6.0
1997.0,4,5.75
1998.0,4,5.425
1999.0,6,6.25
2000.0,2,5.75
2001.0,1,6.5
2002.0,9,5.300000000000001
2003.0,10,5.119999999999999
2004.0,10,4.930000000000001
2005.0,3,5.133333333333334
2006.0,9,4.788888888888889
2007.0,3,4.966666666666667
2008.0,3,5.066666666666666
2009.0,4,5.875
2010.0,1,5.5
2011.0,1,4.3
2012.0,5,5.76
2013.0,3,6.033333333333334
2014.0,5,5.5200000000000005
2015.0,3,4.833333333333333
2016.0,5,5.64
2017.0,6,5.5
2018.0,6,4.85
2019.0,11,4.790909090909091
2020.0,4,6.35
2021.0,3,6.233333333333334
2022.0,2,4.25
