Year,Count,Average Magnitude
1156.0,1,
1157.0,1,
1158.0,1,
1160.0,1,6.1
1169.0,1,
1171.0,1,
1175.0,1,
1176.0,1,
1179.0,1,
1182.0,1,6.7
1183.0,1,
1202.0,1,7.6
1208.0,1,6.5
1209.0,1,7.6
1211.0,1,
1222.0,1,
1237.0,1,
1267.0,1,5.8
1268.0,1,
1272.0,1,
1275.0,1,6.7
1280.0,1,
1281.0,1,5.8
1283.0,1,6.3
1284.0,1,
1291.0,1,
1293.0,1,
1300.0,1,6.5
1301.0,1,
1304.0,1,6.7
1306.0,1,
1310.0,1,5.5
1319.0,1,
1336.0,2,7.6
1339.0,1,
1341.0,1,6.0
1344.0,2,
1350.0,1,6.5
1354.0,1,
1360.0,1,
1367.0,1,
1382.0,1,
1389.0,3,6.699999999999999
1400.0,2,
1402.0,1,
1404.0,1,
1405.0,1,6.7
1407.0,1,
1408.0,1,
1440.0,1,6.5
1441.0,2,
1444.0,1,
1456.0,1,
1457.0,1,
1458.0,2,
1482.0,2,7.0
1483.0,1,7.7
1484.0,1,
1485.0,1,6.5
1493.0,1,6.5
1527.0,1,
1546.0,1,7.0
1549.0,1,
1550.0,1,
1566.0,1,
1574.0,1,
1588.0,1,
1598.0,1,
1608.0,1,7.6
1611.0,1,
1615.0,1,5.7
1616.0,1,
1618.0,1,
1633.0,1,
1639.0,1,
1640.0,1,5.1
1641.0,1,
1646.0,1,
1648.0,1,
1650.0,2,7.0
1652.0,1,5.8
1656.0,1,
1664.0,1,
1665.0,1,
1666.0,1,
1667.0,3,6.9
1668.0,1,
1669.0,1,5.7
1670.0,1,
1671.0,1,
1673.0,1,6.6
1678.0,2,
1679.0,1,5.9
1683.0,2,
1687.0,1,
1688.0,1,5.3
1692.0,1,
1696.0,1,
1703.0,2,
1707.0,1,
1715.0,2,6.6
1721.0,1,7.7
1727.0,1,
1752.0,2,
1754.0,1,
1755.0,1,
1759.0,2,6.4
1766.0,1,
1769.0,2,
1778.0,2,
1779.0,1,6.5
1780.0,1,7.7
1781.0,1,
1784.0,1,
1791.0,1,
1794.0,1,
1796.0,1,
1800.0,1,6.5
1805.0,1,
1808.0,2,
1809.0,1,
1811.0,1,4.2
1813.0,1,
1820.0,2,
1822.0,2,
1823.0,2,
1824.0,2,6.4
1825.0,2,6.7
1827.0,1,
1828.0,1,5.7
1830.0,4,6.4
1834.0,1,6.3
1835.0,1,
1837.0,1,6.4
1838.0,1,
1840.0,1,6.7
1842.0,1,4.3
1843.0,2,
1844.0,3,6.65
1847.0,1,
1851.0,1,
1852.0,2,6.55
1853.0,1,
1854.0,1,4.5
1857.0,3,6.7
1859.0,2,6.0
1862.0,1,
1863.0,2,
1864.0,3,6.4
1865.0,2,6.0
1867.0,1,
1868.0,3,5.6
1869.0,1,5.6
1871.0,1,5.6
1872.0,5,6.433333333333334
1874.0,1,6.1
1875.0,2,5.35
1879.0,3,6.433333333333334
1880.0,4,5.5
1881.0,3,6.1
1883.0,2,6.0
1884.0,1,
1885.0,1,4.0
1888.0,2,6.1
1890.0,1,7.2
1891.0,1,
1893.0,2,6.65
1894.0,2,
1895.0,3,7.5
1896.0,3,
1897.0,1,6.1
1898.0,1,4.3
1899.0,1,5.6
1900.0,1,5.9
1901.0,1,6.1
1902.0,3,6.233333333333333
1903.0,5,5.925000000000001
1905.0,5,6.466666666666666
1909.0,2,6.8
1910.0,1,6.1
1911.0,1,6.5
1913.0,1,5.8
1914.0,1,5.6
1916.0,1,7.0
1918.0,1,
1920.0,1,6.2
1923.0,4,6.1499999999999995
1924.0,2,6.05
1925.0,3,5.6000000000000005
1926.0,1,5.9
1927.0,5,5.9399999999999995
1928.0,2,5.3
1929.0,4,6.45
1930.0,2,6.05
1931.0,1,6.3
1932.0,1,5.4
1933.0,1,6.3
1934.0,2,
1935.0,3,6.166666666666667
1936.0,1,6.1
1938.0,1,6.6
1939.0,2,6.85
1940.0,2,6.0
1941.0,4,6.050000000000001
1942.0,4,7.0
1943.0,2,7.5
1944.0,2,6.4
1945.0,4,6.1
1946.0,4,6.7
1947.0,2,5.5
1948.0,1,7.2
1949.0,2,6.55
1950.0,2,5.7
1951.0,1,6.7
1952.0,3,5.35
1953.0,4,6.133333333333333
1954.0,1,5.0
1955.0,1,6.3
1956.0,2,6.1
1957.0,4,6.55
1958.0,3,5.95
1959.0,1,6.2
1960.0,1,5.9
1961.0,3,6.4
1962.0,5,5.8
1963.0,4,5.3999999999999995
1964.0,2,6.1
1965.0,2,5.65
1966.0,6,5.54
1967.0,1,6.2
1968.0,9,5.737500000000001
1969.0,2,6.25
1970.0,6,5.616666666666666
1971.0,6,5.55
1972.0,3,5.466666666666666
1973.0,2,5.5
1974.0,1,5.4
1975.0,4,5.875
1976.0,5,5.825
1977.0,7,5.633333333333333
1978.0,4,6.074999999999999
1979.0,4,6.55
1980.0,3,5.533333333333334
1981.0,4,6.175
1983.0,4,5.35
1984.0,2,5.85
1985.0,2,4.75
1986.0,5,5.260000000000001
1987.0,1,4.6
1988.0,3,6.2
1989.0,6,5.1499999999999995
1990.0,4,6.025
1991.0,8,5.3125
1992.0,4,5.375
1993.0,3,5.2
1994.0,3,6.033333333333334
1995.0,2,6.550000000000001
1997.0,4,6.425000000000001
1998.0,6,5.916666666666667
1999.0,6,5.3999999999999995
2000.0,5,5.84
2001.0,1,5.5
2002.0,8,5.25
2003.0,7,5.757142857142858
2004.0,14,5.171428571428572
2005.0,9,5.544444444444445
2006.0,6,5.216666666666668
2007.0,8,5.2625
2008.0,8,5.0875
2009.0,4,5.35
2010.0,8,5.6499999999999995
2011.0,3,5.766666666666667
2012.0,7,5.585714285714287
2013.0,3,6.066666666666666
2014.0,3,5.566666666666666
2017.0,8,5.512499999999999
2018.0,10,5.5
2019.0,4,5.433333333333334
2020.0,5,5.719999999999999
2021.0,3,5.733333333333333
2022.0,3,5.633333333333333
2023.0,4,6.875
